User ID: 412598, MazePort: 44949, Date & Time: Thu Aug 24 02:02:16 2017
Avatar 0 attempted to move East to (5, 9).
Avatar 7 attempted to move South to (3, 2).
Avatar 7 moved to (3, 2).
Avatar 7 is on avatar 6's path.
Avatar 8 attempted to move South to (9, 9).
Avatar 8 moved to (9, 9).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move South to (9, 9).
Avatar 0 moved to (9, 9).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move South to (9, 9).
Avatar 1 moved to (9, 9).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move South to (9, 9).
Avatar 2 moved to (9, 9).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move West to (8, 9).
Avatar 3 moved to (8, 9).
Avatar 4 attempted to move West to (8, 9).
Avatar 4 moved to (8, 9).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move West to (8, 9).
Avatar 5 moved to (8, 9).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move East to (4, 2).
Avatar 6 moved to (4, 2).
Avatar 7 attempted to move East to (4, 2).
Avatar 7 moved to (4, 2).
Avatar 7 is on avatar 6's path.
Avatar 8 attempted to move West to (8, 9).
Avatar 8 moved to (8, 9).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move West to (8, 9).
Avatar 0 moved to (8, 9).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move West to (8, 9).
Avatar 1 moved to (8, 9).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move West to (8, 9).
Avatar 2 moved to (8, 9).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move East to (9, 9).
Avatar 3 moved to (9, 9).
Avatar 4 attempted to move East to (9, 9).
Avatar 4 moved to (9, 9).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move East to (9, 9).
Avatar 5 moved to (9, 9).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move East to (5, 2).
Avatar 6 moved to (5, 2).
Avatar 7 attempted to move East to (5, 2).
Avatar 7 moved to (5, 2).
Avatar 7 is on avatar 6's path.
Avatar 8 attempted to move East to (9, 9).
Avatar 8 moved to (9, 9).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move East to (9, 9).
Avatar 0 moved to (9, 9).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move East to (9, 9).
Avatar 1 moved to (9, 9).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move East to (9, 9).
Avatar 2 moved to (9, 9).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move East to (10, 9).
Avatar 3 moved to (10, 9).
Avatar 4 attempted to move East to (10, 9).
Avatar 4 moved to (10, 9).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move East to (10, 9).
Avatar 5 moved to (10, 9).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move East to (6, 2).
Avatar 6 moved to (6, 2).
Avatar 7 attempted to move East to (6, 2).
Avatar 7 moved to (6, 2).
Avatar 7 is on avatar 6's path.
Avatar 8 attempted to move East to (10, 9).
Avatar 8 moved to (10, 9).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move East to (10, 9).
Avatar 0 moved to (10, 9).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move East to (10, 9).
Avatar 1 moved to (10, 9).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move East to (10, 9).
Avatar 2 moved to (10, 9).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move East to (11, 9).
Avatar 3 moved to (11, 9).
Avatar 4 attempted to move East to (11, 9).
Avatar 4 moved to (11, 9).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move East to (11, 9).
Avatar 5 moved to (11, 9).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move East to (7, 2).
Avatar 6 moved to (7, 2).
Avatar 7 attempted to move East to (7, 2).
Avatar 7 moved to (7, 2).
Avatar 7 is on avatar 6's path.
Avatar 8 attempted to move East to (11, 9).
Avatar 8 moved to (11, 9).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move East to (11, 9).
Avatar 0 moved to (11, 9).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move East to (11, 9).
Avatar 1 moved to (11, 9).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move East to (11, 9).
Avatar 2 moved to (11, 9).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move North to (11, 8).
Avatar 3 moved to (11, 8).
Avatar 4 attempted to move North to (11, 8).
Avatar 4 moved to (11, 8).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move North to (11, 8).
Avatar 5 moved to (11, 8).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move East to (8, 2).
Move failed. East wall added to (7, 2).
Avatar 7 stays at (7, 2).
Avatar 8 attempted to move North to (11, 8).
Avatar 8 moved to (11, 8).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move North to (11, 8).
Avatar 0 moved to (11, 8).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move North to (11, 8).
Avatar 1 moved to (11, 8).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move North to (11, 8).
Avatar 2 moved to (11, 8).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move West to (10, 8).
Avatar 3 moved to (10, 8).
Avatar 4 attempted to move West to (10, 8).
Avatar 4 moved to (10, 8).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move West to (10, 8).
Avatar 5 moved to (10, 8).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move South to (7, 3).
Move failed. South wall added to (7, 2).
Avatar 7 stays at (7, 2).
Avatar 8 attempted to move West to (10, 8).
Avatar 8 moved to (10, 8).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move West to (10, 8).
Avatar 0 moved to (10, 8).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move West to (10, 8).
Avatar 1 moved to (10, 8).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move West to (10, 8).
Avatar 2 moved to (10, 8).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move North to (10, 7).
Avatar 3 moved to (10, 7).
Avatar 4 attempted to move North to (10, 7).
Avatar 4 moved to (10, 7).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move North to (10, 7).
Avatar 5 moved to (10, 7).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move North to (7, 1).
Avatar 6 moved to (7, 1).
Avatar 7 attempted to move North to (7, 1).
Avatar 7 moved to (7, 1).
Avatar 7 is on avatar 6's path.
Avatar 8 attempted to move North to (10, 7).
Avatar 8 moved to (10, 7).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move North to (10, 7).
Avatar 0 moved to (10, 7).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move North to (10, 7).
Avatar 1 moved to (10, 7).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move North to (10, 7).
Avatar 2 moved to (10, 7).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move North to (10, 6).
Avatar 3 moved to (10, 6).
Avatar 4 attempted to move North to (10, 6).
Avatar 4 moved to (10, 6).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move North to (10, 6).
Avatar 5 moved to (10, 6).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move East to (8, 1).
Move failed. East wall added to (7, 1).
Avatar 7 stays at (7, 1).
Avatar 8 attempted to move North to (10, 6).
Avatar 8 moved to (10, 6).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move North to (10, 6).
Avatar 0 moved to (10, 6).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move North to (10, 6).
Avatar 1 moved to (10, 6).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move North to (10, 6).
Avatar 2 moved to (10, 6).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move North to (10, 5).
Avatar 3 moved to (10, 5).
Avatar 4 attempted to move North to (10, 5).
Avatar 4 moved to (10, 5).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move North to (10, 5).
Avatar 5 moved to (10, 5).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move North to (7, 0).
Move failed. North wall added to (7, 1).
Avatar 7 stays at (7, 1).
Avatar 8 attempted to move North to (10, 5).
Avatar 8 moved to (10, 5).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move North to (10, 5).
Avatar 0 moved to (10, 5).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move North to (10, 5).
Avatar 1 moved to (10, 5).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move North to (10, 5).
Avatar 2 moved to (10, 5).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move North to (10, 4).
Avatar 3 moved to (10, 4).
Avatar 4 attempted to move North to (10, 4).
Avatar 4 moved to (10, 4).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move North to (10, 4).
Avatar 5 moved to (10, 4).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move West to (6, 1).
Move failed. West wall added to (7, 1).
Avatar 7 stays at (7, 1).
Avatar 8 attempted to move North to (10, 4).
Avatar 8 moved to (10, 4).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move North to (10, 4).
Avatar 0 moved to (10, 4).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move North to (10, 4).
Avatar 1 moved to (10, 4).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move North to (10, 4).
Avatar 2 moved to (10, 4).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move West to (9, 4).
Avatar 3 moved to (9, 4).
Avatar 4 attempted to move West to (9, 4).
Avatar 4 moved to (9, 4).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move West to (9, 4).
Avatar 5 moved to (9, 4).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move South to (7, 2).
Avatar 6 moved to (7, 2).
Avatar 7 attempted to move South to (7, 2).
Avatar 7 moved to (7, 2).
Avatar 7 is on avatar 6's path.
Avatar 8 attempted to move West to (9, 4).
Avatar 8 moved to (9, 4).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move West to (9, 4).
Avatar 0 moved to (9, 4).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move West to (9, 4).
Avatar 1 moved to (9, 4).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move West to (9, 4).
Avatar 2 moved to (9, 4).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move West to (8, 4).
Avatar 3 moved to (8, 4).
Avatar 4 attempted to move West to (8, 4).
Avatar 4 moved to (8, 4).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move West to (8, 4).
Avatar 5 moved to (8, 4).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move West to (6, 2).
Avatar 6 moved to (6, 2).
Avatar 7 attempted to move West to (6, 2).
Avatar 7 moved to (6, 2).
Avatar 7 is on avatar 6's path.
Avatar 8 attempted to move West to (8, 4).
Avatar 8 moved to (8, 4).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move West to (8, 4).
Avatar 0 moved to (8, 4).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move West to (8, 4).
Avatar 1 moved to (8, 4).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move West to (8, 4).
Avatar 2 moved to (8, 4).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move West to (7, 4).
Avatar 3 moved to (7, 4).
Avatar 4 attempted to move West to (7, 4).
Avatar 4 moved to (7, 4).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move West to (7, 4).
Avatar 5 moved to (7, 4).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move North to (6, 1).
Avatar 6 moved to (6, 1).
Avatar 7 attempted to move North to (6, 1).
Avatar 7 moved to (6, 1).
Avatar 7 is on avatar 6's path.
Avatar 8 attempted to move West to (7, 4).
Avatar 8 moved to (7, 4).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move West to (7, 4).
Avatar 0 moved to (7, 4).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move West to (7, 4).
Avatar 1 moved to (7, 4).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move West to (7, 4).
Avatar 2 moved to (7, 4).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move North to (7, 3).
Avatar 3 moved to (7, 3).
Avatar 4 attempted to move North to (7, 3).
Avatar 4 moved to (7, 3).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move North to (7, 3).
Avatar 5 moved to (7, 3).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move North to (6, 0).
Avatar 6 moved to (6, 0).
Avatar 7 attempted to move North to (6, 0).
Avatar 7 moved to (6, 0).
Avatar 7 is on avatar 6's path.
Avatar 8 attempted to move North to (7, 3).
Avatar 8 moved to (7, 3).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move North to (7, 3).
Avatar 0 moved to (7, 3).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move North to (7, 3).
Avatar 1 moved to (7, 3).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move North to (7, 3).
Avatar 2 moved to (7, 3).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move East to (8, 3).
Avatar 3 moved to (8, 3).
Avatar 4 attempted to move East to (8, 3).
Avatar 4 moved to (8, 3).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move East to (8, 3).
Avatar 5 moved to (8, 3).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move East to (7, 0).
Avatar 6 moved to (7, 0).
Avatar 7 attempted to move East to (7, 0).
Avatar 7 moved to (7, 0).
Avatar 7 is on avatar 6's path.
Avatar 8 attempted to move East to (8, 3).
Avatar 8 moved to (8, 3).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move East to (8, 3).
Avatar 0 moved to (8, 3).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move East to (8, 3).
Avatar 1 moved to (8, 3).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move East to (8, 3).
Avatar 2 moved to (8, 3).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move North to (8, 2).
Avatar 3 moved to (8, 2).
Avatar 4 attempted to move North to (8, 2).
Avatar 4 moved to (8, 2).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move North to (8, 2).
Avatar 5 moved to (8, 2).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move East to (8, 0).
Avatar 6 moved to (8, 0).
Avatar 6 is on avatar 8's path.
Avatar 7 attempted to move East to (8, 0).
Avatar 7 moved to (8, 0).
Avatar 7 is on avatar 8's path.
Avatar 8 attempted to move North to (8, 2).
Avatar 8 moved to (8, 2).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move North to (8, 2).
Avatar 0 moved to (8, 2).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move North to (8, 2).
Avatar 1 moved to (8, 2).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move North to (8, 2).
Avatar 2 moved to (8, 2).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move South to (8, 3).
Avatar 3 moved to (8, 3).
Avatar 4 attempted to move South to (8, 3).
Avatar 4 moved to (8, 3).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move South to (8, 3).
Avatar 5 moved to (8, 3).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move South to (8, 1).
Avatar 6 moved to (8, 1).
Avatar 6 is on avatar 8's path.
Avatar 7 attempted to move South to (8, 1).
Avatar 7 moved to (8, 1).
Avatar 7 is on avatar 8's path.
Avatar 8 attempted to move South to (8, 3).
Avatar 8 moved to (8, 3).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move South to (8, 3).
Avatar 0 moved to (8, 3).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move South to (8, 3).
Avatar 1 moved to (8, 3).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move South to (8, 3).
Avatar 2 moved to (8, 3).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move West to (7, 3).
Avatar 3 moved to (7, 3).
Avatar 4 attempted to move West to (7, 3).
Avatar 4 moved to (7, 3).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move West to (7, 3).
Avatar 5 moved to (7, 3).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move South to (8, 2).
Avatar 6 moved to (8, 2).
Avatar 6 is on avatar 3's path.
Avatar 7 attempted to move South to (8, 2).
Avatar 7 moved to (8, 2).
Avatar 7 is on avatar 3's path.
Avatar 8 attempted to move West to (7, 3).
Avatar 8 moved to (7, 3).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move West to (7, 3).
Avatar 0 moved to (7, 3).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move West to (7, 3).
Avatar 1 moved to (7, 3).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move West to (7, 3).
Avatar 2 moved to (7, 3).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move South to (7, 4).
Avatar 3 moved to (7, 4).
Avatar 4 attempted to move South to (7, 4).
Avatar 4 moved to (7, 4).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move South to (7, 4).
Avatar 5 moved to (7, 4).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move South to (8, 3).
Avatar 6 moved to (8, 3).
Avatar 6 is on avatar 3's path.
Avatar 7 attempted to move South to (8, 3).
Avatar 7 moved to (8, 3).
Avatar 7 is on avatar 3's path.
Avatar 8 attempted to move South to (7, 4).
Avatar 8 moved to (7, 4).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move South to (7, 4).
Avatar 0 moved to (7, 4).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move South to (7, 4).
Avatar 1 moved to (7, 4).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move South to (7, 4).
Avatar 2 moved to (7, 4).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move East to (8, 4).
Avatar 3 moved to (8, 4).
Avatar 4 attempted to move East to (8, 4).
Avatar 4 moved to (8, 4).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move East to (8, 4).
Avatar 5 moved to (8, 4).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move West to (7, 3).
Avatar 6 moved to (7, 3).
Avatar 6 is on avatar 3's path.
Avatar 7 attempted to move West to (7, 3).
Avatar 7 moved to (7, 3).
Avatar 7 is on avatar 3's path.
Avatar 8 attempted to move East to (8, 4).
Avatar 8 moved to (8, 4).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move East to (8, 4).
Avatar 0 moved to (8, 4).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move East to (8, 4).
Avatar 1 moved to (8, 4).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move East to (8, 4).
Avatar 2 moved to (8, 4).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move East to (9, 4).
Avatar 3 moved to (9, 4).
Avatar 4 attempted to move East to (9, 4).
Avatar 4 moved to (9, 4).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move East to (9, 4).
Avatar 5 moved to (9, 4).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move South to (7, 4).
Avatar 6 moved to (7, 4).
Avatar 6 is on avatar 3's path.
Avatar 7 attempted to move South to (7, 4).
Avatar 7 moved to (7, 4).
Avatar 7 is on avatar 3's path.
Avatar 8 attempted to move East to (9, 4).
Avatar 8 moved to (9, 4).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move East to (9, 4).
Avatar 0 moved to (9, 4).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move East to (9, 4).
Avatar 1 moved to (9, 4).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move East to (9, 4).
Avatar 2 moved to (9, 4).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move East to (10, 4).
Avatar 3 moved to (10, 4).
Avatar 4 attempted to move East to (10, 4).
Avatar 4 moved to (10, 4).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move East to (10, 4).
Avatar 5 moved to (10, 4).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move East to (8, 4).
Avatar 6 moved to (8, 4).
Avatar 6 is on avatar 3's path.
Avatar 7 attempted to move East to (8, 4).
Avatar 7 moved to (8, 4).
Avatar 7 is on avatar 3's path.
Avatar 8 attempted to move East to (10, 4).
Avatar 8 moved to (10, 4).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move East to (10, 4).
Avatar 0 moved to (10, 4).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move East to (10, 4).
Avatar 1 moved to (10, 4).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move East to (10, 4).
Avatar 2 moved to (10, 4).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move South to (10, 5).
Avatar 3 moved to (10, 5).
Avatar 4 attempted to move South to (10, 5).
Avatar 4 moved to (10, 5).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move South to (10, 5).
Avatar 5 moved to (10, 5).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move East to (9, 4).
Avatar 6 moved to (9, 4).
Avatar 6 is on avatar 3's path.
Avatar 7 attempted to move East to (9, 4).
Avatar 7 moved to (9, 4).
Avatar 7 is on avatar 3's path.
Avatar 8 attempted to move South to (10, 5).
Avatar 8 moved to (10, 5).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move South to (10, 5).
Avatar 0 moved to (10, 5).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move South to (10, 5).
Avatar 1 moved to (10, 5).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move South to (10, 5).
Avatar 2 moved to (10, 5).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move South to (10, 6).
Avatar 3 moved to (10, 6).
Avatar 4 attempted to move South to (10, 6).
Avatar 4 moved to (10, 6).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move South to (10, 6).
Avatar 5 moved to (10, 6).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move East to (10, 4).
Avatar 6 moved to (10, 4).
Avatar 6 is on avatar 3's path.
Avatar 7 attempted to move East to (10, 4).
Avatar 7 moved to (10, 4).
Avatar 7 is on avatar 3's path.
Avatar 8 attempted to move South to (10, 6).
Avatar 8 moved to (10, 6).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move South to (10, 6).
Avatar 0 moved to (10, 6).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move South to (10, 6).
Avatar 1 moved to (10, 6).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move South to (10, 6).
Avatar 2 moved to (10, 6).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move South to (10, 7).
Avatar 3 moved to (10, 7).
Avatar 4 attempted to move South to (10, 7).
Avatar 4 moved to (10, 7).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move South to (10, 7).
Avatar 5 moved to (10, 7).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move South to (10, 5).
Avatar 6 moved to (10, 5).
Avatar 6 is on avatar 3's path.
Avatar 7 attempted to move South to (10, 5).
Avatar 7 moved to (10, 5).
Avatar 7 is on avatar 3's path.
Avatar 8 attempted to move South to (10, 7).
Avatar 8 moved to (10, 7).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move South to (10, 7).
Avatar 0 moved to (10, 7).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move South to (10, 7).
Avatar 1 moved to (10, 7).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move South to (10, 7).
Avatar 2 moved to (10, 7).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move West to (9, 7).
Avatar 3 moved to (9, 7).
Avatar 4 attempted to move West to (9, 7).
Avatar 4 moved to (9, 7).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move West to (9, 7).
Avatar 5 moved to (9, 7).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move South to (10, 6).
Avatar 6 moved to (10, 6).
Avatar 6 is on avatar 3's path.
Avatar 7 attempted to move South to (10, 6).
Avatar 7 moved to (10, 6).
Avatar 7 is on avatar 3's path.
Avatar 8 attempted to move West to (9, 7).
Avatar 8 moved to (9, 7).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move West to (9, 7).
Avatar 0 moved to (9, 7).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move West to (9, 7).
Avatar 1 moved to (9, 7).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move West to (9, 7).
Avatar 2 moved to (9, 7).
Avatar 2 is on avatar 3's path.
Avatar 3 attempted to move East to (10, 7).
Avatar 3 moved to (10, 7).
Avatar 4 attempted to move East to (10, 7).
Avatar 4 moved to (10, 7).
Avatar 4 is on avatar 3's path.
Avatar 5 attempted to move East to (10, 7).
Avatar 5 moved to (10, 7).
Avatar 5 is on avatar 3's path.
Avatar 6 attempted to move South to (10, 7).
Avatar 6 moved to (10, 7).
Avatar 6 is on avatar 3's path.
Avatar 7 attempted to move South to (10, 7).
Avatar 7 moved to (10, 7).
Avatar 7 is on avatar 3's path.
Avatar 8 attempted to move East to (10, 7).
Avatar 8 moved to (10, 7).
Avatar 8 is on avatar 3's path.
Avatar 0 attempted to move East to (10, 7).
Avatar 0 moved to (10, 7).
Avatar 0 is on avatar 3's path.
Avatar 1 attempted to move East to (10, 7).
Avatar 1 moved to (10, 7).
Avatar 1 is on avatar 3's path.
Avatar 2 attempted to move East to (10, 7).

Maze solved with nAvatars = 9, difficulty = 2, number of moves = 1136, and hashcode 63244596.
